name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations,label
Boise,5/18/22,23.4,8.3,16.9,23.4,6.5,16.7,1.3,37.1,0,0,0,,0,0,45.7,22.3,181,1016.5,10.3,16,231.2,20.1,8,10,2022-05-18T06:16:41,2022-05-18T21:06:28,0.54,Clear,Clear conditions throughout the day.,clear-day,"KBOI,KEUL,72681524106,BOII,72681394195,72681024131,KMUO",0
Boise,5/19/22,17.2,6.7,11.4,17.2,2.8,10.3,-2.8,39.2,0,0,0,rain,0,0,64.8,40.5,325.3,1013.5,39.2,16,313.7,27,10,10,2022-05-19T06:15:44,2022-05-19T21:07:30,0.58,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KBOI,KEUL,72681524106,BOII,72681394195,72681024131,KMUO",0
Boise,5/20/22,17.2,3.4,10.6,17.2,-0.8,8.9,-2.3,44.1,0,0,0,rain,0,0,46.4,22.4,259.7,1016.4,16.9,16,342,29.6,10,10,2022-05-20T06:14:48,2022-05-20T21:08:31,0.63,Clear,Clear conditions throughout the day.,clear-day,"KBOI,KEUL,72681524106,BOII,72681394195,72681024131,KMUO",0
Boise,5/21/22,18.8,5.7,12.7,18.8,3.2,12.1,-1.5,40.1,0,0,0,rain,0,0,51.8,34.8,177,1017.7,26.5,15.9,329.8,28.6,10,10,2022-05-21T06:13:55,2022-05-21T21:09:32,0.68,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KBOI,KEUL,72681524106,BOII,72681394195,72681024131,KMUO",0
Boise,5/22/22,19.4,6.2,12.9,19.4,4.6,12.6,-0.4,45.3,0,0,0,,0,0,43.4,30.1,298.7,1019.6,13.9,16,369.5,31.8,10,10,2022-05-22T06:13:04,2022-05-22T21:10:32,0.74,Clear,Clear conditions throughout the day.,clear-day,"KBOI,KEUL,72681524106,BOII,72681394195,72681024131,KMUO",0
Boise,5/23/22,21.4,7.8,14.6,21.4,5.8,14.2,-1.2,36.2,0,0,0,,0,0,37.1,20.4,177.3,1018.1,13.3,16,308.3,26.5,10,10,2022-05-23T06:12:14,2022-05-23T21:11:30,0.79,Clear,Clear conditions throughout the day.,clear-day,"KBOI,KEUL,72681524106,BOII,72681394195,72681024131,KMUO",0
Boise,5/24/22,22.2,6.8,15.2,22.2,6.4,15.1,0.2,39.7,0,0,0,,0,0,38.9,24,239.8,1015.5,14.4,16,365.8,31.5,10,10,2022-05-24T06:11:26,2022-05-24T21:12:28,0.85,Clear,Clear conditions throughout the day.,clear-day,"KBOI,KEUL,72681524106,BOII,72681394195,72681024131,KMUO",0
Boise,5/25/22,27.8,10.6,19.9,26.6,10.6,19.7,1.1,30.7,0,0,0,,0,0,27.7,14.6,91.8,1013.2,11.8,16,337.3,29.2,10,10,2022-05-25T06:10:41,2022-05-25T21:13:25,0.89,Clear,Clear conditions throughout the day.,clear-day,"KBOI,KEUL,72681524106,BOII,72681394195,72681024131,KMUO",0
Boise,5/26/22,30.6,13.8,22.1,28.7,13.8,21.5,4.6,34.8,0,0,0,rain,0,0,38.2,27.7,133.5,1008.2,3.9,16,275.8,24.1,10,10,2022-05-26T06:09:57,2022-05-26T21:14:21,0.93,Clear,Clear conditions throughout the day.,clear-day,"KBOI,KEUL,72681524106,BOII,72681394195,72681024131,KMUO",0
Boise,5/27/22,24.4,14.4,19.2,24.4,14.4,19.2,8.4,53,1.31,100,16.67,rain,0,0,55.4,22.3,241.8,1010.2,47.9,15.9,226.1,19.4,9,10,2022-05-27T06:09:16,2022-05-27T21:15:15,0.96,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain,"KBOI,KEUL,72681524106,BOII,72681394195,72681024131,KMUO",1
Boise,5/28/22,20,10,14.2,20,8.7,14.1,6.8,65.2,6.72,100,20.83,rain,0,0,64.8,27.2,239.8,1006.9,83.7,15.7,297.4,25.7,10,10,2022-05-28T06:08:36,2022-05-28T21:16:09,0.99,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KBOI,KEUL,72681524106,BOII,72681394195,72681024131,KMUO",1
Boise,5/29/22,10.7,8.4,9.5,10.7,4.6,7.2,5.8,78,2,100,41.67,rain,0,0,53.5,35,272.4,1006.2,99.3,16,82.8,7.3,3,10,2022-05-29T06:07:59,2022-05-29T21:17:01,1,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"72681524106,KBOI,KEUL,BOII,72681394195,72681024131,KMUO",1
Boise,5/30/22,10,5.6,7.8,10,0.9,4.9,4.9,82.1,8.34,100,54.17,rain,0,0,51.8,34.9,305.3,1013.1,97.8,15.7,64.4,5.5,2,10,2022-05-30T06:07:24,2022-05-30T21:17:52,0,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"KBOI,KEUL,72681524106,BOII,72681394195,72681024131,KMUO",1
Boise,5/31/22,18.8,7.2,12.4,18.8,6.2,12.1,6.3,69.3,0,0,0,rain,0,0,14,9.3,185.5,1019.6,70.5,16,264.2,22.7,9,10,2022-05-31T06:06:50,2022-05-31T21:18:42,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KBOI,KEUL,72681524106,BOII,72681394195,72681024131,KMUO",0
Boise,6/1/22,24.3,8.8,16.8,24.3,6.8,16.3,5.7,53.8,0,0,0,,0,0,27.7,18.2,145.5,1017.1,2.3,16,361.2,31.3,10,10,2022-06-01T06:06:19,2022-06-01T21:19:30,0.02,Clear,Clear conditions throughout the day.,clear-day,"KBOI,KEUL,72681524106,BOII,TT289,72681394195,72681024131,KMUO",0
Boise,6/2/22,29.3,13.2,20.9,27.6,13.2,20.5,5.1,40.2,0,0,0,,0,0,35.3,20.5,138.4,1009.7,22.1,16,283.8,24.6,9,10,2022-06-02T06:05:50,2022-06-02T21:20:17,0.04,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KEUL,72681524106,BOII,KBOI,72681394195,72681024131,KMUO",0
Boise,6/3/22,27.9,14.4,21.7,26.7,14.4,21.5,8.5,45.9,0,0,0,,0,0,37.1,23.8,273,1005.2,16.9,16,286.1,24.9,10,30,2022-06-03T06:05:23,2022-06-03T21:21:03,0.07,Clear,Clear conditions throughout the day.,clear-day,"KBOI,KEUL,72681524106,BOII,72681394195,72681024131,KMUO",0
Boise,6/4/22,20,13.4,17.1,20,13.4,17.1,9.3,61.3,1.7,100,16.67,rain,0,0,35.3,20.4,213.4,1007.7,59.3,15.6,159.5,13.8,7,10,2022-06-04T06:04:59,2022-06-04T21:21:47,0.11,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"KBOI,KEUL,72681524106,BOII,TT289,72681394195,72681024131,KMUO",1
Boise,6/5/22,21.7,13.8,17.3,21.7,13.8,17.3,10.3,64.2,1.92,100,41.67,rain,0,0,70.2,49.1,158.3,1008.1,84,16,160.7,13.8,8,30,2022-06-05T06:04:36,2022-06-05T21:22:29,0.14,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KBOI,KEUL,72681524106,BOII,72681394195,72681024131,KMUO",1
Boise,6/6/22,21.7,8.9,15.4,21.7,8.4,15.4,7.4,63.6,2.28,100,16.67,rain,0,0,72,25.7,199.5,1014.8,22.2,16,329.9,28.5,10,10,2022-06-06T06:04:16,2022-06-06T21:23:10,0.19,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KBOI,KEUL,72681524106,BOII,72681394195,72681024131,KMUO",1
Boise,6/7/22,25,8.4,17,25,7.7,16.8,4.4,50.9,0,0,0,,0,0,13,14.6,164.7,1015.9,0.2,16,334.9,28.8,10,10,2022-06-07T06:03:58,2022-06-07T21:23:49,0.24,Clear,Clear conditions throughout the day.,clear-day,"KBOI,KEUL,72681524106,TT289,LLAI1,72681394195,72681024131,KMUO",0
Boise,6/8/22,21.7,16.1,18.1,21.7,16.1,18.1,7.9,52.6,0.3,100,4.17,rain,0,0,38.9,18.4,233.1,1013.5,55.6,16,128,11.1,7,10,2022-06-08T06:03:42,2022-06-08T21:24:27,0.29,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"KBOI,KEUL,72681524106,BOII,TT289,72681394195,72681024131,KMUO",1
Boise,6/9/22,29.3,12.2,21,27.9,12.2,20.6,8.9,51.4,0,0,0,,0,0,20.2,14.7,183.8,1013.4,0.2,16,314.4,27.3,10,10,2022-06-09T06:03:29,2022-06-09T21:25:03,0.35,Clear,Clear conditions throughout the day.,clear-day,"KBOI,72681524106,BOII,72681024131,KMUO",0
Boise,6/10/22,32.2,16.1,24.5,30.4,16.1,23.9,9.4,42,0,0,0,,0,0,33.1,18.4,194.8,1011.1,0,16,322.2,27.7,10,10,2022-06-10T06:03:17,2022-06-10T21:25:37,0.39,Clear,Clear conditions throughout the day.,clear-day,"KBOI,BOII,72681524106,72681024131,KMUO",0
Boise,6/11/22,30.7,18.8,23.8,29.1,18.8,23.4,11.5,48.6,0,0,0,,0,0,50,33.5,261.3,1008.8,30.7,16,264.1,22.8,10,10,2022-06-11T06:03:08,2022-06-11T21:26:09,0.44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KBOI,72681524106,BOII,TT289,72681024131,KMUO",0
Boise,6/12/22,19.3,13.4,15.4,19.3,13.4,15.4,12,81,17.71,100,58.33,rain,0,0,79.6,35.1,187.7,1006,83,12.9,56.7,5,4,10,2022-06-12T06:03:01,2022-06-12T21:26:40,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KBOI,72681524106,BOII,72681024131,KMUO",1
Boise,6/13/22,15,7.8,11.1,15,5.5,10.3,2,55.9,0,0,0,rain,0,0,47.9,24.2,310.4,1014.3,76.9,16,231.2,20.1,9,10,2022-06-13T06:02:56,2022-06-13T21:27:09,0.49,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KBOI,72681524106,BOII,TT289,72681024131,KMUO",0
Boise,6/14/22,16.1,5.6,11.1,16.1,3.8,10.6,0.8,51.6,0,0,0,,0,0,53.2,31.7,290.8,1019.1,22.2,16,315.8,27.2,10,10,2022-06-14T06:02:53,2022-06-14T21:27:35,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KBOI,72681524106,BOII,TT289,72681024131,KMUO",0
Boise,6/15/22,25,5.6,15.4,25,2.9,14.7,-0.5,41.2,0,0,0,,0,0,35.3,18.4,121.7,1017,0,16,378.8,32.4,10,10,2022-06-15T06:02:53,2022-06-15T21:28:00,0.51,Clear,Clear conditions throughout the day.,clear-day,"KBOI,72681524106,BOII,TT289,72681024131,KMUO",0
Boise,6/16/22,32.1,12.9,22.2,29.9,12.9,21.6,2.1,29.5,0,0,0,,0,0,47.9,27.7,204.8,1005.2,0,16,273.2,23.6,10,10,2022-06-16T06:02:54,2022-06-16T21:28:23,0.53,Clear,Clear conditions throughout the day.,clear-day,"KBOI,72681524106,BOII,KEUL,TT289,72681394195,72681024131,KMUO",0
Boise,6/17/22,25,13.3,19.3,25,13.3,19.3,6.3,45.6,0,0,0,,0,0,51.8,31.6,264.6,1001.4,1.4,16,226,19.4,8,10,2022-06-17T06:02:58,2022-06-17T21:28:44,0.57,Clear,Clear conditions throughout the day.,clear-day,"KBOI,KEUL,72681524106,BOII,72681394195,72681024131,KMUO",0
Boise,6/18/22,23.4,11.2,17.7,23.4,11.2,17.7,3.7,41.7,0,0,0,,0,0,50,30.6,292.1,1007.1,4.1,16,367.5,31.7,10,10,2022-06-18T06:03:04,2022-06-18T21:29:02,0.62,Clear,Clear conditions throughout the day.,clear-day,"KBOI,KEUL,72681524106,BOII,TT289,72681394195,72681024131,KMUO",0
Boise,6/19/22,21.2,8.4,15,21.2,6.2,14.7,2.8,46.7,0,0,0,,0,0,48.1,31.5,306.8,1014.1,15.4,16,318.1,27.5,10,10,2022-06-19T06:03:12,2022-06-19T21:29:19,0.67,Clear,Clear conditions throughout the day.,clear-day,"KBOI,KEUL,72681524106,BOII,TT289,72681394195,72681024131,KMUO",0
Boise,6/20/22,22.9,8.4,16.2,22.9,7.7,16.1,3.9,47.2,0,0,0,,0,0,33.5,30.5,287.1,1020.4,20.4,15.8,310.4,26.8,10,10,2022-06-20T06:03:23,2022-06-20T21:29:34,0.72,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KBOI,KEUL,72681524106,BOII,TT289,72681394195,72681024131,KMUO",0
Boise,6/21/22,27.2,11.1,20,26.3,11.1,19.8,4.1,38.8,0,0,0,,0,0,18,18,166.9,1022.3,0,16,371.5,32,10,10,2022-06-21T06:03:35,2022-06-21T21:29:46,0.77,Clear,Clear conditions throughout the day.,clear-day,"KBOI,KEUL,72681524106,BOII,TT289,72681394195,72681024131,KMUO",0
Boise,6/22/22,31.7,13.7,23.3,29.5,13.7,22.5,3.8,33.4,0,0,0,,0,0,25.2,29.2,140.4,1016.7,0,16,370.9,31.9,10,10,2022-06-22T06:03:49,2022-06-22T21:29:57,0.82,Clear,Clear conditions throughout the day.,clear-day,"KBOI,KEUL,72681524106,BOII,TT289,72681394195,72681024131,KMUO",0
Boise,6/23/22,30.7,15,23.7,28.7,15,23.1,3.4,29.5,0,0,0,,0,0,40.7,32.1,254.1,1010.1,0.1,16,364.6,31.6,10,10,2022-06-23T06:04:05,2022-06-23T21:30:05,0.87,Clear,Clear conditions throughout the day.,clear-day,"KBOI,72681524106,BOII,TT289,72681024131,KMUO",0
Boise,6/24/22,27.2,12.2,20.4,26.2,12.2,20.2,0.7,29.9,0,0,0,,0,0,46.4,33.5,298.5,1014.6,0.1,16,371,32.1,10,10,2022-06-24T06:04:24,2022-06-24T21:30:11,0.91,Clear,Clear conditions throughout the day.,clear-day,"KBOI,72681524106,BOII,KEUL,TT289,72681394195,72681024131,KMUO",0
Boise,6/25/22,30,11.2,21.3,28.1,11.2,20.8,2.4,33.2,0,0,0,,0,0,40.7,24,199.6,1019.6,0,16,374.5,32.5,10,10,2022-06-25T06:04:44,2022-06-25T21:30:15,0.95,Clear,Clear conditions throughout the day.,clear-day,"KBOI,KEUL,72681524106,BOII,TT289,72681394195,72681024131,KMUO",0
Boise,6/26/22,33.8,14.9,25,31.3,14.9,24,1.8,27.2,0,0,0,,0,0,17.6,20.3,167.6,1018.5,0.1,16,374.1,32.4,10,10,2022-06-26T06:05:06,2022-06-26T21:30:16,0.97,Clear,Clear conditions throughout the day.,clear-day,"KBOI,KEUL,72681524106,BOII,TT289,72681394195,72681024131,KMUO",0
Boise,6/27/22,39.3,18.7,29.2,36,18.7,27.7,2.4,22.1,0,0,0,,0,0,33.5,22.3,113,1014.4,0.2,16,361.3,31.2,10,10,2022-06-27T06:05:30,2022-06-27T21:30:16,0.99,Clear,Clear conditions throughout the day.,clear-day,"KBOI,KEUL,72681524106,BOII,TT289,72681394195,72681024131,KMUO",0
Boise,6/28/22,36.7,19.2,28.9,33.8,19.2,27.5,2,21.5,0,0,0,,0,0,50,25.8,197.1,1010.7,0.2,16,348.9,30.3,10,10,2022-06-28T06:05:56,2022-06-28T21:30:13,1,Clear,Clear conditions throughout the day.,clear-day,"KBOI,KEUL,72681524106,BOII,TT289,72681394195,72681024131,KMUO",0
Boise,6/29/22,29.4,15.6,23.3,27.6,15.6,22.8,1,26.4,0,0,0,,0,0,42.5,27.8,287.7,1014.9,0,16,377,32.6,10,10,2022-06-29T06:06:24,2022-06-29T21:30:08,0,Clear,Clear conditions throughout the day.,clear-day,"KBOI,KEUL,72681524106,72681394195,72681024131,KMUO",0
Boise,6/30/22,33.8,14.9,24.3,31.3,14.9,23.4,0.1,23.2,0,0,0,,0,0,33.5,18.3,145.3,1013,0,16,372.9,32.2,10,10,2022-06-30T06:06:54,2022-06-30T21:30:01,0.01,Clear,Clear conditions throughout the day.,clear-day,"KBOI,KEUL,72681524106,BOII,TT289,72681394195,72681024131,KMUO",0
Boise,7/1/22,33.9,16.7,25.6,31.3,16.7,24.7,3.2,26.6,0,0,0,,0,0,29.5,27.7,248.8,1009.5,0.1,16,374.4,32.3,10,10,2022-07-01T06:07:25,2022-07-01T21:29:51,0.03,Clear,Clear conditions throughout the day.,clear-day,"KBOI,KEUL,72681524106,BOII,TT289,72681394195,72681024131,KMUO",0
Boise,7/2/22,34.3,17.2,26.5,31.8,17.2,25.4,3.3,24.9,0,0,0,,0,0,27.7,22.1,165.7,1005.8,0.2,16,342.8,29.5,10,10,2022-07-02T06:07:59,2022-07-02T21:29:40,0.05,Clear,Clear conditions throughout the day.,clear-day,"KBOI,KEUL,72681524106,BOII,TT289,72681394195,72681024131,KMUO",0
Boise,7/3/22,31.1,18.4,25.2,29,18.4,24.6,5.6,31.6,0,0,0,,0,0,47.9,25.8,250.2,1004.7,10.7,16,334.2,28.9,10,10,2022-07-03T06:08:33,2022-07-03T21:29:26,0.08,Clear,Clear conditions throughout the day.,clear-day,"KBOI,KEUL,72681524106,BOII,72681394195,72681024131,KMUO",0
Boise,7/4/22,27.8,16.2,22.2,26.7,16.2,22,6.8,39.5,0,0,0,,0,0,38.9,25.6,303.8,1008.9,0.3,15.9,275.8,24,9,10,2022-07-04T06:09:10,2022-07-04T21:29:09,0.12,Clear,Clear conditions throughout the day.,clear-day,"KBOI,KEUL,72681524106,BOII,TT289,72681394195,72681024131,KMUO",0
Boise,7/5/22,32.9,16.7,24.1,30.5,16.7,23.4,5.9,34.3,0,0,0,,0,0,22.7,20.2,274.1,1009.6,6.6,15.9,326.4,28,10,10,2022-07-05T06:09:48,2022-07-05T21:28:51,0.17,Clear,Clear conditions throughout the day.,clear-day,"KBOI,KEUL,72681524106,BOII,TT289,72681394195,72681024131,KMUO",0
Boise,7/6/22,32.2,17.8,25.9,30.1,17.8,25.1,7.7,33.9,0,0,0,rain,0,0,36.9,30.5,234,1007.6,0.2,16,341.8,29.5,10,10,2022-07-06T06:10:28,2022-07-06T21:28:30,0.22,Clear,Clear conditions throughout the day.,clear-day,"KBOI,KEUL,72681524106,BOII,TT289,72681394195,72681024131,KMUO",0
Boise,7/7/22,34.3,18.8,26.5,32,18.8,25.6,8.9,37,0,0,0,,0,0,31.7,29.1,281.2,1009.4,0.2,16,353.5,30.5,10,10,2022-07-07T06:11:09,2022-07-07T21:28:07,0.27,Clear,Clear conditions throughout the day.,clear-day,"KBOI,KEUL,72681524106,BOII,TT289,72681394195,72681024131,KMUO",0
Boise,7/8/22,35,17.2,26.1,32.4,17.2,25.3,8.9,39.1,0,0,0,,0,0,25.9,20.1,264.2,1012.2,0,16,362.5,31.3,10,30,2022-07-08T06:11:51,2022-07-08T21:27:42,0.33,Clear,Clear conditions throughout the day.,clear-day,"KBOI,KEUL,72681524106,BOII,TT289,72681394195,72681024131,KMUO",0
Boise,7/9/22,33.9,16.2,25.9,31.6,16.2,25.1,8.8,38,0,0,0,,0,0,40.9,31.2,282.3,1013.7,0.1,16,357.5,31,10,10,2022-07-09T06:12:35,2022-07-09T21:27:15,0.38,Clear,Clear conditions throughout the day.,clear-day,"KEUL,72681524106,KBOI,BOII,TT289,72681394195,72681024131,KMUO",0
Boise,7/10/22,31.7,17.9,24.9,29.5,17.9,24.2,5.2,32.3,0,0,0,,0,0,50,29.3,300,1018.6,0,16,365.1,31.5,10,10,2022-07-10T06:13:21,2022-07-10T21:26:45,0.42,Clear,Clear conditions throughout the day.,clear-day,"KBOI,KEUL,72681524106,BOII,72681394195,72681024131,KMUO",0
Boise,7/11/22,33.8,15,24.7,31.5,15,23.9,5.6,32.2,0,0,0,,0,0,16.2,26.9,280.9,1017.2,0,15.8,365,31.4,10,10,2022-07-11T06:14:07,2022-07-11T21:26:13,0.46,Clear,Clear conditions throughout the day.,clear-day,"KBOI,KEUL,72681524106,BOII,TT289,72681394195,72681024131,KMUO",0
Boise,7/12/22,37.9,18.2,28.6,35,18.2,27.3,5.7,28,0,0,0,,0,0,11.9,16.1,137.4,1010.5,0,16,360.8,31.1,10,10,2022-07-12T06:14:55,2022-07-12T21:25:39,0.49,Clear,Clear conditions throughout the day.,clear-day,"KBOI,KEUL,72681524106,BOII,TT289,72681394195,72681024131,KMUO",0
Boise,7/13/22,37.2,23.8,30.1,34.7,23.8,28.8,6,22.8,0,0,0,,0,0,46.4,23.6,188,1006.9,1.2,16,216.8,18.8,9,10,2022-07-13T06:15:44,2022-07-13T21:25:03,0.5,Clear,Clear conditions throughout the day.,clear-day,"KBOI,KEUL,72681524106,BOII,TT289,72681394195,72681024131,KMUO",0
Boise,7/14/22,38.8,18.9,28.7,36,18.9,27.6,7.9,30.9,0,0,0,,0,0,29.5,16.3,209.4,1009.9,0.1,16,342.2,29.7,10,30,2022-07-14T06:16:35,2022-07-14T21:24:25,0.51,Clear,Clear conditions throughout the day.,clear-day,"KBOI,KEUL,72681524106,BOII,TT289,72681394195,72681024131,KMUO",0
Boise,7/15/22,37.1,22.7,30.2,34.2,22.7,28.7,4.2,22.2,0,0,0,,0,0,37.1,17.7,226.3,1010.5,0.2,16,355.2,30.6,10,10,2022-07-15T06:17:26,2022-07-15T21:23:45,0.53,Clear,Clear conditions throughout the day.,clear-day,"KBOI,KEUL,72681524106,BOII,TT289,72681394195,72681024131,KMUO",0
Boise,7/16/22,39.3,19.3,29.7,36,19.3,28.3,3.7,21.5,0,0,0,,0,0,28.1,15.7,163.9,1010.7,0.4,16,350.6,30.4,10,10,2022-07-16T06:18:19,2022-07-16T21:23:03,0.55,Clear,Clear conditions throughout the day.,clear-day,"KEUL,72681524106,BOII,TT289,72681394195,72681024131,KMUO",0
Boise,7/17/22,38.2,20,29.1,35.2,20,27.9,6.3,26.8,0,0,0,,0,0,46.4,42.5,149,1007.4,1.9,16,238.1,20.5,8,10,2022-07-17T06:19:12,2022-07-17T21:22:18,0.6,Clear,Clear conditions throughout the day.,clear-day,"KEUL,72681524106,BOII,LLAI1,72681394195,72681024131,KMUO",0
Boise,7/18/22,31.7,19.9,26.8,29.7,19.9,25.9,1,22.5,0,0,0,,0,0,44.7,33.3,301.8,1011.7,0.1,16,375,32.3,10,10,2022-07-18T06:20:07,2022-07-18T21:21:32,0.65,Clear,Clear conditions throughout the day.,clear-day,"KEUL,72681524106,BOII,KBOI,72681394195,72681024131,KMUO",0
Boise,7/19/22,36.2,15,26.1,33.3,15,24.9,0,20.2,0,0,0,,0,0,19.4,12.8,206.8,1014.4,0,16,363.2,31.5,10,10,2022-07-19T06:21:03,2022-07-19T21:20:43,0.7,Clear,Clear conditions throughout the day.,clear-day,"KBOI,KEUL,72681524106,BOII,72681394195,72681024131,KMUO",0
Boise,7/20/22,37.8,18.8,29,34.7,18.8,27.6,1.6,19.8,0,0,0,,0,0,31.7,22.1,207.8,1013.5,0,16,363,31.2,10,10,2022-07-20T06:21:59,2022-07-20T21:19:53,0.75,Clear,Clear conditions throughout the day.,clear-day,"KBOI,KEUL,72681524106,BOII,LLAI1,72681394195,72681024131,KMUO",0
Boise,7/21/22,37.8,18.8,28.9,34.7,18.8,27.5,0.6,18.2,0,0,0,,0,0,31.7,27,213,1011.6,0.1,16,359.6,31,10,10,2022-07-21T06:22:56,2022-07-21T21:19:00,0.8,Clear,Clear conditions throughout the day.,clear-day,"KBOI,KEUL,72681524106,BOII,TT289,72681394195,72681024131,KMUO",0
Boise,7/22/22,35.6,18.3,27.9,32.9,18.3,26.7,-0.3,17.8,0,0,0,,0,0,37.1,24,255.3,1008.8,0,16,364,31.6,10,10,2022-07-22T06:23:55,2022-07-22T21:18:06,0.85,Clear,Clear conditions throughout the day.,clear-day,"KBOI,KEUL,72681524106,BOII,72681394195,72681024131,KMUO",0
Boise,7/23/22,35.6,15.6,26.1,32.8,15.6,25,-0.9,20.3,0,0,0,,0,0,35.3,22,257.8,1010.5,0,16,366,31.7,10,10,2022-07-23T06:24:53,2022-07-23T21:17:10,0.89,Clear,Clear conditions throughout the day.,clear-day,"KBOI,KEUL,72681524106,BOII,72681394195,72681024131,KMUO",0
Boise,7/24/22,34.3,15,25.9,31.8,15,24.9,3,26.1,0,0,0,,0,0,50,34.7,283.5,1012.1,0,16,363.5,31.4,10,10,2022-07-24T06:25:53,2022-07-24T21:16:12,0.93,Clear,Clear conditions throughout the day.,clear-day,"KBOI,KEUL,72681524106,BOII,72681394195,72681024131,KMUO",0
Boise,7/25/22,35,16.7,27.1,32.4,16.7,25.9,3.1,24.8,0,0,0,,0,0,37.1,16.4,239.7,1011.4,0,16,361.3,30.9,10,10,2022-07-25T06:26:53,2022-07-25T21:15:12,0.96,Clear,Clear conditions throughout the day.,clear-day,"KBOI,KEUL,72681524106,BOII,72681394195,72681024131,KMUO",0
Boise,7/26/22,37.2,19.2,29,34.5,19.2,27.7,4.6,23.4,0,0,0,,0,0,48.2,20.4,218.7,1009.7,0,16,352.7,30.5,10,10,2022-07-26T06:27:54,2022-07-26T21:14:10,0.98,Clear,Clear conditions throughout the day.,clear-day,"KBOI,KEUL,72681524106,BOII,72681394195,72681024131,KMUO",0
Boise,7/27/22,38.3,20.7,29.8,35.7,20.7,28.6,7.8,28,0,0,0,,0,0,40.7,32,270.8,1010.3,0.1,15.9,329.9,28.5,10,10,2022-07-27T06:28:56,2022-07-27T21:13:07,1,Clear,Clear conditions throughout the day.,clear-day,"KBOI,KEUL,72681524106,BOII,72681394195,72681024131,KMUO",0
Boise,7/28/22,39.3,21.7,31.1,36.9,21.7,29.8,8.9,27.5,0,0,0,,0,0,37.1,29.1,265.7,1009.5,0.1,16,338.9,29.4,10,10,2022-07-28T06:29:58,2022-07-28T21:12:02,1,Clear,Clear conditions throughout the day.,clear-day,"KBOI,KEUL,72681524106,BOII,72681394195,72681024131,KMUO",0
Boise,7/29/22,40,21.1,31.2,37,21.1,29.7,6.6,24,0,0,0,,0,0,38.8,25.9,204.1,1009.9,0,16,339.9,29.2,10,10,2022-07-29T06:31:01,2022-07-29T21:10:55,0,Clear,Clear conditions throughout the day.,clear-day,"KBOI,KEUL,72681524106,BOII,72681394195,72681024131,KMUO",0
Boise,7/30/22,39.4,21.6,31.4,36.2,21.6,29.8,4.5,21.2,0,0,0,,0,0,33.5,26.3,174.2,1010.7,0.1,16,374.5,32.2,10,10,2022-07-30T06:32:04,2022-07-30T21:09:46,0.01,Clear,Clear conditions throughout the day.,clear-day,"KBOI,KEUL,72681524106,BOII,TT289,72681394195,72681024131,KMUO",0
Boise,7/31/22,41.1,23.7,32.2,37.8,23.7,30.5,3.1,17.8,0,0,0,,0,0,16.6,20.3,185.5,1010.3,0,16,321.8,27.8,9,10,2022-07-31T06:33:07,2022-07-31T21:08:36,0.04,Clear,Clear conditions throughout the day.,clear-day,"KBOI,KEUL,72681524106,TT289,72681394195,72681024131,KMUO",0
Boise,8/1/22,38.8,23.7,31.5,36.2,23.7,30,6.5,22.7,0,0,0,,0,0,42.6,16.6,223.1,1008.4,0.2,16,276.2,24.1,10,10,2022-08-01T06:34:11,2022-08-01T21:07:24,0.07,Clear,Clear conditions throughout the day.,clear-day,"KBOI,KEUL,72681524106,BOII,TT289,72681394195,72681024131,KMUO",0
